요일,제목,작가,장르,평점,연령등급,태그
SATURDAY,망나니 소교주로 환생했다,재무 / 전마두 / 대은호,무협,9.87176,15세 이용가,"['무협/사극', '레드아이스 스튜디오', '과거', '환생', '타임슬립', '세계관', '오컬트', '동양풍판타지', '판무', '먼치킨', '소설원작']"
SATURDAY,나를 바꿔줘,이지호 / 호띠,드라마,9.89923,15세 이용가,"['드라마', '고자극드라마', '자극적인', '사회고발', '악역이주인공', '빌런', '판타지', '참교육', '피카레스크', '복수극', '걸크러시']"
SATURDAY,멸망한 가문의 회귀자,양평 / 성구 / Painkiller,판타지,9.87721,15세 이용가,"['판타지', '중세판타지액션', '서양', '가족', '왕족/귀족', '성장물', '고인물', '회귀', '먼치킨', '소설원작']"
SATURDAY,비질란테 2부,CRG / 김규삼,드라마,9.94228,15세 이용가,"['드라마', '사이다', '시리어스', '사회고발', '액션', '참교육', '피카레스크', '범죄', '다크히어로']"
SATURDAY,신입사원 강 회장,승승이 / 선 / 산경(山景),판타지,9.92898,전체연령가,"['판타지', '사이다', '현대판타지', '현대', '오피스', '청춘', '고인물', '재벌', '직업드라마', '빙의', '두뇌싸움', '소설원작']"
SATURDAY,디펜스 게임의 폭군이 되었다,하정 / 굥 / 류은가람,판타지,9.95956,12세 이용가,"['판타지', '게임', '상태창', '고인물', '차원이동', '게임판타지', '헌터물', '이능력배틀물', '인외존재', '다크히어로', '두뇌싸움', '먼치킨', '다크판타지', '소설원작']"
SATURDAY,스터디그룹,신형욱 / 유승연,액션,9.95743,15세 이용가,"['액션', '블루스트링', '힘숨찐', '학원물']"
SATURDAY,나이트런,김성민,판타지,9.91348,15세 이용가,"['판타지', '절망적인', '전쟁', '정치', '크리처', '세계관', '아포칼립스', 'sf', '먼치킨', '다크판타지']"
SATURDAY,황제의 검,레드훅 / 요그소 / 임무성,무협,9.7778,전체연령가,"['무협/사극', '서양', '동양', '신화', '전쟁', '크리처', '액션', '참교육', '성장물', '판무', '이세계', '인외존재', '먼치킨', '소설원작']"
SATURDAY,장기연애,여은 / 꾼,순정,9.71681,15세 이용가,"['로맨스', '리얼로맨스', '로맨스', '연애/결혼공감']"
SATURDAY,왕의 힘으로 회귀한다,재키레이 / KIM / 안소설,판타지,9.64469,15세 이용가,"['판타지', '레드아이스 스튜디오', '액션판타지', '상태창', '이능력', '배틀', '미친작화', '던전물', '회귀', '헌터물', '이능력배틀물', '먼치킨', '소설원작']"
SATURDAY,야매 힐러로 사는 법,14획 / 나옌 / 새송이덮밥,판타지,9.95772,전체연령가,"['판타지', '액션판타지', '서양', '상태창', '마법', '크리처', '용사', '차원이동', '헌터물', '이세계', '소설원작']"
SATURDAY,플레이어가 과거를 숨김,개차반 / 비누끼 / 베데스,판타지,9.95605,12세 이용가,"['판타지', '게임판타지', '빙의', '먼치킨', '공감성수치', '소설원작']"
SATURDAY,사랑하는 나의 억압자,LICO / 서사희,순정,9.97114,15세 이용가,"['로맨스', '자극적인', '서양', '왕족/귀족', '사연남', '집착남', '나쁜남자', '사연녀', '집착물', '후회물', '고자극로맨스', '궁중로맨스', '혐관로맨스', '로판', '까칠남', '소설원작']"
SATURDAY,멸망한 세계의 취사병,웨스트 / 조돌 / 마일드커피,판타지,9.87986,15세 이용가,"['판타지', '사이다', '상태창', '이능력', '크리처', '아포칼립스', '밀리터리', '헌터물', '인외존재', '음식&요리', '소설원작']"
SATURDAY,미스 펜들턴,꼬막 / 유혜민,순정,9.9811,전체연령가,"['로맨스', '성장로판', '미친작화', '로판', '소설원작']"
SATURDAY,호붕빵 아저씨,정다운,드라마,9.97654,전체연령가,"['드라마', '일상개그힐링', '감성적인', '공감', '우정', '가족', '대형견남', '감성', '로맨스', '일상', '짐승남', '가벼운', '성장물', '무해한', '햇살캐', '러블리', '힐링', '음식&요리', '성장드라마', '동물', '감성드라마']"
SATURDAY,윌유메리미,마인드C,일상,9.91463,전체연령가,"['일상', '공감', '결혼생활', '가족', '연애/결혼공감', '가벼운', '개그', '무해한', '러블리', '힐링']"
SATURDAY,마왕,박주연 / 손영식 / 요도 김남재,무협,9.79387,15세 이용가,"['무협/사극', '정통무협', '동양', '우정', '액션', '세계관', '동양풍판타지', '판무', '복수극', '먼치킨', '소설원작']"
SATURDAY,오사카 환상선,혀나현,드라마,9.93833,전체연령가,"['드라마', '시대물', '우정', '가족', '감성', '성장드라마', '구원서사']"
SATURDAY,나를 미워하던 남편이 기억을 잃었다,카레만두 / 액고 / 시세Sisse,순정,9.96962,15세 이용가,"['로맨스', '결혼생활', '순정남', '집착남', '공식미녀', '소심녀', '철벽녀', '사연녀', '다정남', '집착물', '후회물', '직진남', '선결혼후연애', '로판', '소설원작']"
SATURDAY,데이워커,MUTE,액션,9.87317,18세 이용가,"['액션', '고자극드라마', '자극적인', '시리어스', '범죄', '인외존재', '뱀파이어', '복수극', '걸크러시', '느와르', '성인웹툰']"
SATURDAY,대충 캠퍼스로맨스임,공철진,순정,9.95132,15세 이용가,"['로맨스', '리얼로맨스', '공감', '캠퍼스', '청춘', '유혹남', '능글남', '순정남', '명랑녀', '로맨틱코미디', '가벼운', '다정남', '직진남', '청춘로맨스', '캠퍼스로맨스', '삼각관계']"
SATURDAY,홍시는 날 좋아해!,강하다 / 웃는해,순정,9.96451,전체연령가,"['로맨스', '설렘폭발', '캠퍼스', '청춘', '공식미남', '연하남', '연상녀', '평범녀', '철벽녀', '햇살캐', '학원로맨스', '청춘로맨스', '까칠남']"
SATURDAY,K학원 생존기,양아최,일상,9.94499,전체연령가,"['일상', '일상개그힐링', '공감', '가벼운', '힐링', '직업드라마', '하이퍼리얼리즘', '학원물']"
SATURDAY,특성 쌓는 김전사,LICO / 스튜디오 이너스 / 산호초,판타지,9.843,15세 이용가,"['판타지', '액션판타지', '게임', '배틀', '모험', '용사', '세계관', '빙의', '소설원작']"
SATURDAY,어글리후드,미애,판타지,9.97523,15세 이용가,"['판타지', '이능력', '배틀', '우정', '가족', '세계관', '최강자전', '2017 최강자전', '힘숨찐', 'sf', '이능력배틀물', '사이비종교', '먼치킨', '걸크러시']"
SATURDAY,집구석 절대자,"판테라,리원 / 비혠 / 아라만",판타지,9.86596,전체연령가,"['판타지', '소설원작']"
SATURDAY,말없는 전학생,이유정,액션,8.50414,15세 이용가,"['액션', '사이다', '학원액션', '소년물', '액션', '학원물']"
SATURDAY,스쿨 오브 스트릿,슬랭킷,드라마,9.97338,12세 이용가,"['드라마', '예술', '소년물', '라이벌', '청춘', '스포츠', '성장물', '학원물', '성장드라마', '소년왕도물', '스포츠성장']"
SATURDAY,내 호수에 가둔 인어,밋츄 / 알뽀비 / 치파랑,순정,9.97263,15세 이용가,"['로맨스', '집착녀', '유혹남', '후회남', '능력녀', '인외존재', '로판', '소설원작']"
SATURDAY,회귀자의 은퇴 라이프,서희 / IN사 / 간짜장,판타지,9.91925,15세 이용가,"['판타지', '사이다', '현대판타지', '크리처', '고인물', '힐링', '차원이동', '회귀', '헌터물', '이세계', '인외존재', '소설원작']"
SATURDAY,세상에 나쁜 용사는 없다,유령두부 / 한소,판타지,9.87957,15세 이용가,"['판타지', '액션판타지', '판타지개그', '열혈', '상태창', '소년물', '용사', '액션', '판타지', '미친작화', '게임판타지', '소설원작']"
SATURDAY,우리 길드 아이돌,꼬보,순정,9.97046,15세 이용가,"['로맨스', '설렘폭발', '게임', '첫사랑', '청춘', '사연남', '로맨스', '드라마', '사연녀', '성장물', '아이돌']"
SATURDAY,이세계 강셰프,양평 / 이진수 / 바나바다,판타지,9.91394,12세 이용가,"['판타지', '상태창', '이능력', '크리처', '이세계요리', '가벼운', '성장물', '힐링', '이세계', '인외존재', '음식&요리', '소설원작']"
SATURDAY,"킬러와 여고생, 그리고 개",릴리리하,드라마,9.76688,15세 이용가,"['드라마', '독자PICK', '자극적인', '치명적인', '걸크러시', '구원서사', '느와르']"
SATURDAY,살아생전,지도,드라마,9.97592,15세 이용가,"['드라마', '감성적인', '눈물샘자극', '공감', '동양', '신화', '우정', '가족', '환생', '감성', '드라마', '2023 지상최대공모전', '힐링', '음식&요리', '감성드라마']"
SATURDAY,나의 구원이,이수이,드라마,9.94742,12세 이용가,"['드라마', '우정', '성장드라마', '레트로', '감성드라마']"
SATURDAY,악마와 함께 하는 일상,국중록 / 설반묘,판타지,9.8944,15세 이용가,"['판타지', '현대판타지', '오컬트판타지', '현대', '힘숨찐', '인외존재', '소설원작']"
SATURDAY,유령의 노래,김문경,스릴러,9.96683,15세 이용가,"['스릴러', '고자극스릴러', '시리어스', '서양', '미스터리', '미친작화', '범죄', '후회물', '서스펜스']"
SATURDAY,괴양이,붉은코끼리,개그,9.83695,15세 이용가,"['개그', '열혈병맛개그', '자극적인', '공감', '현대', '병맛', '가벼운', '4차원', '인외존재', '동물', '구원서사']"
SATURDAY,토끼 여주의 새엄마가 되었다,박카린 / 시세Sisse,순정,9.96732,전체연령가,"['로맨스', '결혼생활', '악역이주인공', '가족', '명랑녀', '짐승남', '악녀', '가벼운', '무해한', '러블리', '다정남', '힐링', '육아물', '인외존재', '빙의', '동물', '로판', '소설원작']"
SATURDAY,클리셰클럽,하이볼,개그,9.91372,12세 이용가,"['개그', '2024 지상최대공모전', '일상개그힐링', '열혈병맛개그', '블랙코미디', '우정', '청춘', '병맛', '개그', '회귀', '학원물', '이세계']"
SATURDAY,조은학생,이한솔,순정,9.82679,15세 이용가,"['로맨스', '까칠녀', '순진남', '러브코미디', '설렘폭발', '현대', '햇살남', '대형견남', '순정남', '짝사랑녀', '철벽녀', '로맨틱코미디', '로맨스', '일상', '학원물', '학원로맨스', '하이틴', '청춘로맨스']"
SATURDAY,나만 최강 초월자,에토 슌지 / 츠지다 켄타,액션,9.56388,15세 이용가,"['액션', '현대판타지', '액션판타지', '현대', '마법', '아카데미물', '던전물', '해외작품', '헌터물', '빙의', '먼치킨']"
SATURDAY,요괴괴괴,필원 / 스튜디오호호이,판타지,9.911,15세 이용가,"['판타지', '오컬트판타지', '동양', '환생', '미스터리', '공포', '육아물', '오컬트', '동양풍판타지', '복수극', '괴담']"
SATURDAY,우리집에 온 여우들,김현,순정,9.91464,전체연령가,"['로맨스', '러브코미디', '감성적인', '설렘폭발', '우정', '가족', '첫사랑', '청춘', '중년', '사연남', '햇살남', '능글남', '계략남', '얼빠녀', '짝사랑녀', '평범녀', '로맨틱코미디', '로맨스', '일상', '인소감성', '하이틴', '학원로맨스']"
SATURDAY,더 캐슬 - 귀안의 신부,혜용 / 피칸 / 진소예,순정,9.95388,15세 이용가,"['로맨스', '동양풍로맨스', '현대', '동양', '이능력', '결혼생활', '왕족/귀족', '능력녀', '직진남', '선결혼후연애', '로판', '소설원작']"
SATURDAY,완벽한 계약,뚜솔 / 태자 / 김소희,순정,9.89456,전체연령가,"['로맨스', '리얼로맨스', '공식미남', '무심남', '능력남', '공식미녀', '명랑녀', '로맨틱코미디', '가벼운', '재벌', '계약연애', '걸크러시', '까칠남', '소설원작']"
SATURDAY,신이 되겠다,정연호 / 강구,액션,9.88107,15세 이용가,"['액션', '사이다', '오컬트판타지', '자극적인', '드라마', '참교육', '2023 지상최대공모전', '오컬트', '사이비종교', '먼치킨']"
SATURDAY,눈먼 짐승의 목줄을 쥐었다,위궤양게츠비 / PPANG / 카예,순정,9.93004,전체연령가,"['로맨스', '서양', '왕족/귀족', '로맨틱코미디', '로맨스', '낮져밤이', '짐승남', '직진남', '로판', '구원서사', '소설원작']"
SATURDAY,전생연분,재아 / HAE,순정,9.96739,15세 이용가,"['로맨스', '과거', '동양', '시대물', '짝사랑남', '집착남', '명랑녀', '짝사랑녀', '다정녀', '로맨틱코미디', '세계관', '계략녀', '레드스트링', '회귀', '퓨전사극', '학원물', '재회']"
SATURDAY,렉카 드라이버,TangoW / 오도독,액션,9.0098,15세 이용가,"['액션', '학원액션', '자극적인', '액션', '범죄', '복수극']"
SATURDAY,너에게로 중독,무멘 / 태양 / 안테,순정,9.94964,15세 이용가,"['로맨스', '이능력', '공식미남', '집착남', '공식미녀', '미스터리', '사연녀', '세계관', '재회', '로판', '소설원작']"
SATURDAY,용사참수인,김세래,판타지,9.88952,15세 이용가,"['판타지', '중세판타지액션', '중세', '서양', '마법', '모험', '액션', '세계관', '인외존재']"
SATURDAY,거룩한 밤 : 더 제로,사이사 / 정한길,액션,9.62309,15세 이용가,"['액션', '액션', '오컬트']"
SATURDAY,당신의 용서를 구합니다,최롯 / 문타 / 성하,순정,9.92393,12세 이용가,"['로맨스', '서양', '첫사랑', '왕족/귀족', '능력남', '후회남', '순진녀', '능력녀', '사연녀', '후회물', '직진남', '로판', '소설원작']"
SATURDAY,너의 달콤한 숨을,NOVA / 플라비,판타지,9.88756,15세 이용가,"['판타지', '연예계로맨스', '치명적인', '능력남', '유혹남', '로맨스', '판타지', '소설원작']"
SATURDAY,사서고생!,몽실,드라마,9.94034,전체연령가,"['드라마', '공감', '현대', '오피스', '청춘', '평범녀', '성장물', '직업드라마']"
SATURDAY,만수면 무강리,공현곤,스릴러,9.87815,15세 이용가,"['스릴러', '고자극스릴러', '자극적인', '미스터리', '범죄', '서스펜스', '다크히어로', '괴담']"
SATURDAY,명왕,"MAJOR, 금기혁 / 금기혁",액션,9.48325,15세 이용가,['액션']
SATURDAY,육각,권라드,액션,9.87897,15세 이용가,"['액션', '열혈', '배틀', '청춘', '성장물', '서바이벌', '격투기', '스포츠성장']"
SATURDAY,그냥 고양이,주홍,판타지,9.95515,15세 이용가,"['판타지', '2024 연재직행열차', '액션판타지', '소년물', '모험', '판타지', '성장물', '동물']"
SATURDAY,비밀복식클럽,소영,드라마,9.96461,전체연령가,"['드라마', '일상개그힐링', '감성적인', '설렘폭발', '공감', '미래', '우정', '청춘', '명랑녀', '햇살녀', '감성', '일상', '성장물', '무해한', '햇살캐', '러블리', '동아리']"
SATURDAY,괴물의 순결한 심장,융융멜 / 임혜,순정,9.90516,전체연령가,"['로맨스', '동양풍로맨스', '과거', '동양', '무심남', '요즘핫한추천작', '인외존재', '로판', '까칠남', '소설원작']"
SATURDAY,동그란 그녀와 소심한 그 남자,하야마 이즈미 / 오카무라 야치요,순정,9.78961,전체연령가,"['로맨스', '리얼로맨스', '감성적인', '설렘폭발', '로맨틱코미디', '햇살캐', '해외작품', '러블리', '힐링']"
SATURDAY,사운즈 라이크,소연,드라마,9.941,12세 이용가,"['드라마', '과거', '우정', '라이벌', '능력남', '2023 지상최대공모전', '요즘핫한추천작', '성장물', '동아리', '타임슬립', '복수극']"
SATURDAY,검에 서린 나비 : 마이데몬,최아일 / 코냥,순정,9.7211,전체연령가,['로맨스']
SATURDAY,솔직하게 말해줘!,재희,드라마,9.95569,12세 이용가,"['드라마', '사이다', '감성적인', '공감', '평범녀', '다정녀', '다정남', '청춘로맨스', '재회']"
SATURDAY,한판,백시우,스포츠,9.79986,15세 이용가,"['스포츠', '우정', '라이벌', '청춘', '스포츠', '일상', '액션', '학원물', '성장드라마', '스포츠성장']"
SATURDAY,남장판 오디션,고하다 / 윤숲,드라마,9.90794,전체연령가,"['드라마', '아이돌', '서바이벌', '아이돌연애']"
SATURDAY,수호소녀,엠제이,순정,9.93403,15세 이용가,"['로맨스', '이능력', '소년물', '햇살남', '미스터리', '성장물', '햇살캐', '학원로맨스', '학원물', '삼각관계']"
SATURDAY,너랑 걷는 개 좋아,누리아 산귀노,순정,9.90365,15세 이용가,"['로맨스', '설렘폭발', '대형견남', '나쁜남자', '명랑녀', '햇살녀', '로맨틱코미디', '해외작품', '동물']"
SATURDAY,위험한 거짓말,도파라 / 카르마 / 아라휘,순정,9.75435,15세 이용가,"['로맨스', '리얼로맨스', '능력녀', '재벌', '다정남', '폭스남', '후회물', '비밀연애', '계략녀', '계약연애', '전남친', '재회', '걸크러시', '소설원작']"
SATURDAY,또다시 열일곱,한다,순정,9.93209,12세 이용가,"['로맨스', '타임슬립', '2021 지상최대공모전', '회귀', '학원로맨스', '전남친']"
SATURDAY,멸망으로 시작하는! 근미래 생존법,김부농,판타지,9.86573,12세 이용가,"['판타지', '세계관', '2021 지상최대공모전', '두뇌싸움']"
SATURDAY,어나더급식느와르,김진수,액션,9.28712,15세 이용가,"['액션', '사이다', '학원액션', '참교육', '병맛', '고인물', '서바이벌', '힘숨찐', '학원물', '먼치킨', '느와르']"
SATURDAY,데이팅 캣,모하,순정,9.48923,15세 이용가,"['로맨스', '하이틴', '학원로맨스', '인플루언서']"
SATURDAY,합법적 연재 구역,인멸윤금,개그,9.81552,전체연령가,"['개그', '명랑녀', '햇살녀', '성장물', '무해한', '햇살캐', '직업드라마', '4차원', '성장드라마', '까칠남']"
TUESDAY,우렉 마지노,SIU,판타지,9.70968,12세 이용가,"['판타지', '사이다', '액션판타지', '모험', '액션', '세계관', '소년왕도물']"
TUESDAY,김부장,"박만사, 남자의 이야기 / 정종택",액션,9.62511,15세 이용가,"['액션', '사이다', '자극적인', '시리어스', '가족', '중년', '참교육', '범죄', '격투기', '힘숨찐', '다크히어로', '먼치킨', '느와르']"
TUESDAY,괴력 난신,매드버드 / 김태형 / 한중월야,무협,9.95661,15세 이용가,"['무협/사극', '레드아이스 스튜디오', '액션', '세계관', '오컬트', '동양풍판타지', '판무', '먼치킨', '소설원작']"
TUESDAY,절대회귀,JP / 박진환 / 장영훈,무협,9.963,15세 이용가,"['무협/사극', '참교육', '미친작화', '무협/사극', '고인물', '타임슬립', '회귀', '판무', '복수극', '먼치킨', '소설원작']"
TUESDAY,서울 자가에 대기업 다니는 김 부장 이야기,명랑 / 김병관 / 송희구,드라마,9.9568,15세 이용가,"['드라마', '공감', '현대', '오피스', '사회고발', '중년', '직업드라마', '하이퍼리얼리즘', '소설원작']"
TUESDAY,레벨999 고블린,다피 / 곰곰,액션,9.62821,15세 이용가,"['액션', '게임', '판타지', '병맛', '개그', '게임판타지']"
TUESDAY,신입사원 김철수,스튜디오MW / 오정,판타지,9.68892,15세 이용가,"['판타지', '현대', '오피스', '청춘', '고인물', '재벌', '타임슬립', '힐링', '직업드라마', '회귀', '복수극', '두뇌싸움', '소설원작']"
TUESDAY,이섭의 연애,248 / 김언희,순정,9.90506,15세 이용가,"['로맨스', '리얼로맨스', '현대', '오피스', '공식미남', '햇살남', '능력남', '능력녀', '로맨틱코미디', '햇살캐', '재벌', '오피스로맨스', '사내연애', '까칠남', '소설원작']"
TUESDAY,중증외상센터 : 외과의사 백강혁,홍비치라 / 한산이가,드라마,9.94766,전체연령가,"['드라마', '현대', '드라마', '성장물', '드라마&영화 원작웹툰', '직업드라마', '의학드라마', '성장드라마', '소설원작']"
TUESDAY,마음의소리2,조석,개그,9.93312,전체연령가,"['개그', '일상개그힐링', '공감', '결혼생활', '병맛', '가벼운', '힐링', '육아물', '4차원']"
TUESDAY,멸망 이후의 세계,언데드딸기 / 언데드감자 / 싱숑,판타지,9.92812,15세 이용가,"['판타지', '레드아이스 스튜디오', '액션판타지', '세계관', '차원이동', '아포칼립스', '이세계', '먼치킨', '소설원작']"
TUESDAY,사신소년,류,액션,9.89337,15세 이용가,"['액션', '액션판타지', '학원액션', '현대', '동양', '소년물', '액션', '판타지', '이능력배틀물', '소년왕도물', '먼치킨', '다크판타지']"
TUESDAY,44교시 생존수업,상C,스릴러,9.91244,15세 이용가,"['스릴러', '학원액션', '스릴러', '서바이벌', '서스펜스', '두뇌싸움']"
TUESDAY,엄마를 만나러 가는 길,고먕,판타지,9.98361,전체연령가,"['판타지', '감성적인', '모험', '판타지', '2023 지상최대공모전', '무해한', '러블리', '힐링', '육아물', '인외존재']"
TUESDAY,못 잡아먹어서 안달,팀 보도뵈 / 퀀퀀 / 플아다,순정,9.97173,15세 이용가,"['로맨스', '자극적인', '할리퀸', '혐관', '사연남', '능력남', '재벌남', '나쁜남자', '다정녀', '참교육', '사연녀', '재벌', '고자극로맨스', '복수극', '소설원작']"
TUESDAY,한림체육관,혜성 / 이석재,액션,9.70459,15세 이용가,"['액션', '학원액션', '열혈', '소년물', '격투기', '블루스트링', '슈퍼스트링', '학원물', '소년왕도물']"
TUESDAY,시한부인 줄 알았어요!,혜용 / 에시 / 최아리,순정,9.96944,15세 이용가,"['로맨스', '햇살캐', '로맨스코미디', '궁중로맨스', '계약연애', '삼각관계', '로판', '소설원작']"
TUESDAY,회귀한 용병은 다 계획이 있다,골드행 / 박진석,판타지,9.92251,15세 이용가,"['판타지', '액션판타지', '참교육', '미친작화', '요즘핫한추천작', '회귀', '판무', '복수극', '먼치킨', '소설원작']"
TUESDAY,하북팽가 막내아들,스튜디오 시그마 / 기원 / 무향,무협,9.84429,15세 이용가,"['무협/사극', '사이다', '환생', '액션', '고인물', '판무', '먼치킨', '소설원작']"
TUESDAY,백씨세가 시한부 공자,맥아 / 드래권 / 비도,판타지,9.76392,15세 이용가,"['판타지', '모험', '환생', '성장물', '세계관', '판무', '인외존재', '소설원작']"
TUESDAY,성검전설,최다킬,개그,9.97102,15세 이용가,"['개그', '사이다', '판타지개그', '중세', '모험', '크리처', '용사', '중년', '병맛', '2022 지상최대공모전', '고인물', '인외존재', '다크히어로', '먼치킨']"
TUESDAY,귀혼,야옹이,드라마,9.62296,전체연령가,"['드라마', '동양풍로맨스', '설렘폭발', '동양', '시대물', '로맨스', '드라마', '미친작화', '궁중로맨스']"
TUESDAY,유사연애,여은,순정,9.86398,15세 이용가,"['로맨스', '리얼로맨스', '자극적인', '요즘핫한추천작', '폭스남', '고자극로맨스', '오피스로맨스']"
TUESDAY,내 남편의 정부에게,에리카 / 댄싱브레인 / 라치크,순정,9.95002,15세 이용가,"['로맨스', '자극적인', '유혹남', '능글남', '폭스남', '환골탈태', '고자극로맨스', '복수극', '로판', '소설원작']"
TUESDAY,저 그런 인재 아닙니다,에몽 / 희진 / 덴피,판타지,9.96732,전체연령가,"['판타지', '세계관', '이세계', '다크히어로', '소설원작']"
TUESDAY,사람의 탈,우주돌,판타지,9.97603,15세 이용가,"['판타지', '동양', '소년물', '모험', '크리처', '성장물', '오컬트', '동양풍판타지', '이능력배틀물', '인외존재', '소년왕도물', '동물', '먼치킨']"
TUESDAY,아포칼립스에 물류센터를 숨김,왕재덕 / 성구 / 구채,판타지,9.92649,15세 이용가,"['판타지', '사이다', '현대판타지', '액션판타지', '현대', '상태창', '이능력', '액션', '아포칼립스', '인외존재', '먼치킨', '소설원작']"
TUESDAY,염라강림,바른꽃,판타지,9.90916,15세 이용가,"['판타지', '동양', '신화', '액션', '지금추천작', '오컬트', '동양풍판타지', '인외존재', '먼치킨']"
