요일,제목,작가,장르,평점,연령등급,태그
THURSDAY,짐승같은 것들,김태희,순정,9.94609,15세 이용가,"['로맨스', '혐관', '유혹남', '로맨스', '고자극로맨스', '세계관', '혐관로맨스', '직진남']"
THURSDAY,미로 인 메모리,유이수,판타지,9.94184,12세 이용가,"['판타지', '현대판타지', '액션판타지', '판타지', '2023 지상최대공모전', '성장물']"
THURSDAY,보이는 사랑,소어링 / 낫쪼 / 강형민,순정,9.30806,12세 이용가,"['로맨스', '리얼로맨스', '혐관', '공식미남', '사연남', '나쁜남자', '직진녀', '로맨틱코미디', '사연녀', '혐관로맨스', '성장드라마', '까칠남', '소설원작']"
THURSDAY,2차전직 스킵용사,김장훈 / 박수봉,판타지,9.57722,15세 이용가,"['판타지', '사이다', '게임', '상태창', '크리처', '병맛', '가벼운', '게임판타지', '인외존재', '빙의', '먼치킨']"
THURSDAY,진짜가 나타난 날,은그루 / 유사빙 / 과앤,순정,9.89203,전체연령가,"['로맨스', '감성적인', '가족', '무심남', '후회남', '순진녀', '사연녀', '지금추천작', '로판', '소설원작']"
THURSDAY,랭커랑 연애가능,CHYA,순정,9.85129,12세 이용가,"['로맨스', '설렘폭발', '공감', '게임', '짝사랑남', '능글남', '능력녀', '가벼운', '폭스남', '게임판타지', '학원로맨스', '학원물', '친구>연인', '삼각관계']"
THURSDAY,카루나,강호진,판타지,9.82684,12세 이용가,"['판타지', '액션판타지', '신화', '배틀', '마법', '소년물', '모험', '성장물', '인외존재', '소년왕도물']"
THURSDAY,책상 낙서 티티,한짜장,드라마,9.88776,15세 이용가,"['드라마', '미스터리', '성장물', '4차원', '학원물', '인외존재', '성장드라마', '복수극']"
THURSDAY,크립티드,247,액션,9.74961,15세 이용가,"['액션', '현대판타지', '액션아포칼립스', 'SF액션', '액션판타지', '학원액션', '판타지개그', '현대', '생존', '데스게임', '소년물', '크리처', '액션', '판타지', '미친작화', '아포칼립스', 'sf', '힘숨찐', '학원물', '소년왕도물', '먼치킨']"
THURSDAY,지구대장님의 학교생활,기태온,액션,9.66053,15세 이용가,"['액션', '사이다', '액션판타지', '학원액션', '판타지', '이세계']"
THURSDAY,누가 어른 되면 다 된댔어?,정오,드라마,9.84832,12세 이용가,"['드라마', '예술', '리얼로맨스', '감성적인', '현대', '오피스', '청춘', '평범남', '명랑녀', '성장물', '다정남', '하이퍼리얼리즘', '성장드라마', '사내연애']"
THURSDAY,메리지 블루스,이순기 / 오정호,순정,9.86998,15세 이용가,"['로맨스', '러브코미디', '과거', '로맨틱코미디', '로맨스', '타임슬립']"
THURSDAY,유월의 소한,윤정민,순정,9.24533,전체연령가,"['로맨스', '동양풍로맨스', '과거', '동양', '정치', '왕족/귀족', '사연남', '순정남', '사연녀', '성장물', '계략녀', '퓨전사극', '재회', '복수극']"
THURSDAY,내가 싫어하는 남자친구,하늘,드라마,9.80083,전체연령가,"['드라마', '로맨스', '드라마', '성장물', '2022 지상최대공모전', '소꿉친구', '로맨스코미디', '학원로맨스', '학원물', '청춘로맨스', '성장드라마']"
THURSDAY,운명해주세요,노뱀,순정,9.87661,15세 이용가,"['로맨스', '계략남', '명랑녀', '2022 최강자전', '혐관로맨스']"
THURSDAY,어째서 모두가 나를 사랑하는 거야?!,김서린,드라마,9.74656,전체연령가,"['드라마', '상태창', '햇살녀', '드라마', '러블리', '학원물', '구원서사']"
THURSDAY,괴물의 바다,삼칠,판타지,9.26826,12세 이용가,"['판타지', '서양', '모험', '크리처', '우정', '판타지', '성장물', '햇살캐', '인외존재', '구원서사']"
THURSDAY,내 여자친구는 이세계 용사?!,사다함,개그,9.53462,전체연령가,"['개그', '판타지개그', '현대', '청춘', '로맨스', '판타지', '차원이동', '학원로맨스', '학원물', '청춘로맨스', '이세계', '걸크러시']"
THURSDAY,어느날 교주가 된다면,아이아리,드라마,9.5638,15세 이용가,"['드라마', '고자극드라마', '시리어스', '스릴러', '성장물', '복수극', '사이비종교', '두뇌싸움']"
THURSDAY,시프트,나는시주 / 대길 / 조예은,스릴러,9.4368,15세 이용가,"['스릴러', '미스터리', '스릴러', '범죄', '복수극', '사이비종교', '괴담', '소설원작']"
THURSDAY,다음 생에도 어린왕자,이렐,순정,9.8049,전체연령가,"['로맨스', '우정', '환생', '청춘', '로맨스', '성장물', '폭스남', '최강자전', '삼각관계']"
THURSDAY,첫날밤을 보낸 그 악녀를 찾습니다,은라겸 / 풀모,순정,9.96617,12세 이용가,"['로맨스', '서양', '악역이주인공', '왕족/귀족', '유혹남', '능글남', '명랑녀', '악녀', '다정남', '회귀', '직진남', '로판']"
SUNDAY,입학용병,YC / 락현,액션,9.9022,12세 이용가,"['액션', '사이다', '학원액션', '우정', '가족', '참교육', '밀리터리', '학원물', '먼치킨', '느와르']"
SUNDAY,기기괴괴2,오성대,스릴러,9.86085,15세 이용가,"['스릴러', '고자극스릴러', '자극적인', '참교육', '요즘핫한추천작', '후회물', '오컬트', '서스펜스', '괴담']"
SUNDAY,별이삼샵,혀노,드라마,9.9498,15세 이용가,"['드라마', '러브코미디', '우정', '청춘', '짝사랑남', '소심남', '평범남', '공식미녀', '철벽녀', '무심녀', '인소감성', '다정남', '하이틴', '학원로맨스', '학원물', '청춘로맨스', '레트로']"
SUNDAY,천화서고 대공자,128 / MIDNIGHT STUDIO / 김현영,무협,9.94805,15세 이용가,"['무협/사극', '사이다', '동양', '액션', '지금추천작', '판무', '빙의', '먼치킨', '소설원작']"
SUNDAY,일타강사 백사부,리메 / 드로우웨이즈 / 간짜장,무협,9.9338,12세 이용가,"['무협/사극', '소설원작']"
SUNDAY,개짓,"불사 / MUTE, 서인화 / 김영한",순정,9.87029,18세 이용가,"['로맨스', '소설원작', '성인웹툰']"
SUNDAY,문스트럭,젤리피쉬 / 영모,순정,9.94769,18세 이용가,"['로맨스', '예술', '고자극드라마', '자극적인', '중세', '악역이주인공', '로맨스', '미친작화', '고자극로맨스', '뱀파이어', '성인웹툰']"
SUNDAY,판사 이한영,문성호 / 전돌돌 / 이해날,드라마,9.94588,15세 이용가,"['드라마', '현대판타지', '현대', '사회고발', '판타지', '범죄', '법정드라마', '직업드라마', '회귀', '복수극', '소설원작']"
SUNDAY,고대동물기,고제형,드라마,9.96378,12세 이용가,"['드라마', '감성적인', '옴니버스', '무해한', '힐링', '육아물', '인외존재', '동물', '감성드라마']"
SUNDAY,소년교도소,청민 / 이수현,액션,9.72246,15세 이용가,"['액션', '가족', '혐관', '사연남', '참교육', '성장물', '범죄', '블루스트링', '혐관로맨스', '힘숨찐', '복수극', '느와르']"
SUNDAY,아카데미의 천재칼잡이,시치 / 서관도,판타지,9.88833,15세 이용가,"['판타지', '액션판타지', '마법', '크리처', '용사', '아카데미물', '고인물', '회귀', '인외존재', '먼치킨', '소설원작']"
SUNDAY,2회차 환관이 남성을 되찾음,LICO / 포스스튜디오 / 노빠꾸맨,판타지,9.88181,15세 이용가,"['판타지', '판타지개그', '판타지', '무협/사극', '세계관', '회귀', '판무', '소설원작']"
SUNDAY,나 혼자 특성빨로 무한 성장,지제로 / 2사랑 / 선운(鮮雲),판타지,9.32968,15세 이용가,"['판타지', '레드아이스 스튜디오', '사이다', '현대', '상태창', '마법', '크리처', '헌터물', '이능력배틀물', '인외존재', '먼치킨', '소설원작']"
SUNDAY,최후의 모험가,블루랍스터 / 솔티 독 / 디다트,판타지,9.8928,15세 이용가,"['판타지', '레드아이스 스튜디오', '마법', '모험', '크리처', '액션', '미친작화', '세계관', '회귀', '먼치킨', '다크판타지', '소설원작']"
SUNDAY,수희0(tngmlek0),생일기분,드라마,9.87497,12세 이용가,"['드라마', '고자극드라마', '자극적인', '시리어스', '공감', '사회고발', '인생역전', '하이퍼리얼리즘', '인플루언서']"
SUNDAY,러스트,제1벙커 / 얌츄 / 글라딘,액션,9.77748,18세 이용가,"['액션', '액션아포칼립스', '자극적인', '생존', '데스게임', '배틀', '액션', '참교육', '범죄', '고인물', '아포칼립스', '복수극', '먼치킨', '느와르', '소설원작', '성인웹툰']"
SUNDAY,사사똑,꼬마비,드라마,9.90114,15세 이용가,['드라마']
SUNDAY,여자사람친구,이상돌,순정,9.83639,15세 이용가,"['로맨스', '설렘폭발', '우정', '짝사랑남', '로맨틱코미디', '로맨스', '짝사랑', '로맨스코미디', '하이틴', '학원로맨스', '학원물', '청춘로맨스', '친구>연인']"
SUNDAY,분신으로 자동사냥,차씨 / 오팔 / 몽식夢食,판타지,9.82403,12세 이용가,"['판타지', '현대판타지', '현대', '상태창', '이능력', '소년물', '크리처', '액션', '성장물', '헌터물', '이세계', '소설원작']"
SUNDAY,레드셔츠,펀치킥,액션,9.79109,15세 이용가,"['액션', '전쟁', '액션', '미친작화', '요즘핫한추천작', '복수극', '먼치킨', '느와르']"
SUNDAY,내일,라마,드라마,9.97476,전체연령가,"['드라마', '사이다', '눈물샘자극', '현대', '사회고발', '가족', '판타지', '드라마&영화 원작웹툰', '인외존재', '감성드라마']"
SUNDAY,축구천재로 오해받는 중입니다,이보테 / 한명현,스포츠,9.91492,전체연령가,"['스포츠', '첫사랑', '축구', '스포츠성장', '먼치킨', '소설원작']"
SUNDAY,냉동무사,"토이, 박만사, 서행해주십시오 / 최용준",액션,9.55348,15세 이용가,"['액션', '현대판타지', '동양', '무협/사극', '판무', '복수극', '먼치킨']"
SUNDAY,천재 무림 트레이너,코울 / MIDNIGHT STUDIO / 크루크루,액션,9.93679,전체연령가,"['액션', '동양', '가벼운', '무협/사극', '고인물', '직업드라마', '동양풍판타지', '판무', '빙의', '먼치킨', '소설원작']"
SUNDAY,아카데미에 위장취업당했다,타나 / WAG / sayren,판타지,9.96698,12세 이용가,"['판타지', '아카데미물', '소설원작']"
SUNDAY,사부님들이 구독 중,하강호 / 김기백 / 흑야,액션,9.88375,전체연령가,"['액션', '소년물', '모험', '무협/사극', '성장물', '판무', '소설원작']"
SUNDAY,아마도 무적불패,2Poet,개그,9.45576,15세 이용가,"['개그', '하렘', '러브코미디', '판타지개그']"
SUNDAY,재벌의 품격,아쿠아콘 / 우주영 / 서인하,드라마,9.9215,전체연령가,"['드라마', '사이다', '현대', '오피스', '고인물', '재벌', '타임슬립', '환골탈태', '직업드라마', '회귀', '빙의', '두뇌싸움', '소설원작']"
SUNDAY,장풍전,신영우,액션,9.94523,15세 이용가,"['액션', '액션판타지', '열혈', '현대', '이능력', '성장물', '격투기', '느와르']"
SUNDAY,"고수, 후궁으로 깨어나다",LICO / 팀 설화 / 코양희,순정,9.94987,15세 이용가,"['로맨스', '동양풍로맨스', '동양', '왕족/귀족', '능력녀', '로맨틱코미디', '요즘핫한추천작', '다정남', '궁중로맨스', '직진남', '걸크러시', '소설원작']"
SUNDAY,소년법칙,"박만사, 병장, 해태 / 호인",액션,9.82908,15세 이용가,"['액션', '학원액션', '참교육', '성장물', '스핀오프', '힘숨찐', '학원물', '먼치킨', '느와르']"
SUNDAY,주먹 쓰는 천재 마법사,"팀 감자스콘 / 팀 감자스콘, 김민우 / 월천",액션,9.65877,15세 이용가,"['액션', '사이다', '액션판타지', '열혈', '중세', '마법', '모험', '격투기', '게임판타지', '빙의', '먼치킨', '소설원작']"
SUNDAY,환생좌,"ALLA, 아스트라페 / 아스트라페",액션,9.81458,15세 이용가,"['액션', '액션판타지', '신화', '상태창', '이능력', '크리처', '고인물', '아포칼립스', '회귀', '이세계', '인외존재', '먼치킨']"
SUNDAY,경자 전성시대,김호드,개그,9.88627,15세 이용가,"['개그', '열혈병맛개그', '오피스', '액션', '병맛', '가벼운', '격투기', '4차원', '역하렘', '먼치킨', '걸크러시']"
SUNDAY,솔플의 제왕,석신 / 은화26 / 디다트,판타지,9.78392,15세 이용가,"['판타지', '레드아이스 스튜디오', '사이다', '현대판타지', '액션판타지', '판타지개그', '열혈', '게임', '배틀', '빌런', '액션', '게임판타지', '회귀', '복수극', '소설원작']"
SUNDAY,오버 더 레인보우,지강아,드라마,9.82174,15세 이용가,"['드라마', '생존', '드라마', '스릴러', '아포칼립스', '좀비', '감염']"
SUNDAY,이웃집 연하,솜무 / 모지,순정,9.94954,15세 이용가,"['로맨스', '리얼로맨스', '현대', '순정남', '철벽녀', '다정남', '후회물', '직진남', '재회']"
SUNDAY,청춘계시록,한서,순정,9.96684,15세 이용가,"['로맨스', '청춘', '로맨틱코미디', '하이틴', '학원로맨스', '학원물', '청춘로맨스', '친구>연인', '사이비종교']"
SUNDAY,약빨이 신선함,용궁뎅이 / 벤 / 아로,판타지,9.93264,15세 이용가,"['판타지', '현대', '신화', '이능력', '크리처', '세계관', '동양풍판타지', '헌터물', '인외존재', '먼치킨', '소설원작']"
SUNDAY,죽거나 혹은 사랑에 빠지거나,허니비,순정,9.91051,18세 이용가,"['로맨스', '자극적인', '치명적인', '악역이주인공', '빌런', '스릴러', '범죄', '고자극로맨스', '서스펜스', '로판', '성인웹툰']"
SUNDAY,상사불상사,영하 / 공사,순정,9.9667,15세 이용가,"['로맨스', '리얼로맨스', '설렘폭발', '오피스', '무심남', '대형견남', '능력녀', '로맨틱코미디', '가벼운', '요즘핫한추천작', '오피스로맨스', '삼각관계']"
SUNDAY,지상낙원,달꼬냑,스릴러,9.88194,15세 이용가,"['스릴러', '고자극스릴러', '자극적인', '절망적인', '현대', '생존', '좀비', '감염']"
SUNDAY,어느날 갑자기 서울은,박창근,스릴러,9.86913,15세 이용가,"['스릴러', '액션아포칼립스', '자극적인', '시리어스', '현대', '크리처', '환골탈태', '2020 지상최대공모전', '아포칼립스', '좀비', '서스펜스', '감염']"
SUNDAY,남주의 정석,이온상,순정,9.91867,15세 이용가,"['로맨스', '리얼로맨스', '캠퍼스', '청춘', '헌신남', '성장물', '다정남', '청춘로맨스', '친구>연인', '캠퍼스로맨스']"
SUNDAY,원 앤 온리,임주이 / 로즈빈,순정,9.93448,15세 이용가,"['로맨스', '감성적인', '설렘폭발', '눈물샘자극', '오피스', '결혼생활', '가족', '첫사랑', '능력남', '후회남', '외유내강녀', '능력녀', '소설원작']"
SUNDAY,그레이마크,박태현,액션,9.9405,15세 이용가,"['액션', '사이다', '신화', '소년물', '성장물', '세계관', 'sf', '소년왕도물', '다크히어로', '먼치킨', '구원서사']"
SUNDAY,불완전 신데렐라물,꿀밤 / 조림,순정,9.97211,15세 이용가,"['로맨스', '결혼생활', '청춘', '집착남', '명랑녀', '철벽녀', '인소감성', '인생역전', '사연녀', '재벌', '오컬트', '청춘로맨스', '선결혼후연애', '구원서사']"
SUNDAY,모럴리스 스캔들,둥그라미 / 여슬기 / 달슬,순정,9.9454,15세 이용가,"['로맨스', '성장로판', '리얼로맨스', '자극적인', '절망적인', '치명적인', '서양', '결혼생활', '혐관', '왕족/귀족', '계략남', '집착남', '재벌녀', '소설원작']"
SUNDAY,"아임 파인 땡큐, 앤유?",벼락,순정,9.89333,15세 이용가,"['로맨스', '리얼로맨스', '설렘폭발', '캠퍼스', '현대', '청춘', '가벼운', '2023 지상최대공모전', '청춘로맨스', '친구>연인', '캠퍼스로맨스']"
SUNDAY,내 최애는 막차를 탄다,직씨,순정,9.96438,15세 이용가,"['로맨스', '2024 연재직행열차', '러브코미디', '설렘폭발', '청춘로맨스']"
SUNDAY,공정거래위원회,권오준 / taibogi / 현우,일상,9.8649,15세 이용가,"['일상', '사이다', '현대판타지', '오피스', '정치', '자본주의', '환생', '드라마', '두뇌싸움', '소설원작']"
SUNDAY,라이브의 짐승들,우남20,스릴러,8.86051,15세 이용가,"['스릴러', '고자극스릴러', '고자극드라마', '자극적인', '치명적인', '블랙코미디', '현대', '사회고발', '악역이주인공', '자본주의', '인생역전', '참교육', '피카레스크', '하이퍼리얼리즘', '인플루언서', '서스펜스', '복수극', '두뇌싸움', '머니게임']"
SUNDAY,조만국의 현대만화,조만국,드라마,9.71462,15세 이용가,"['드라마', '자극적인', '블랙코미디', '공감', '악역이주인공', '자본주의', '개그', '피카레스크']"
SUNDAY,두근두근 귀연시,동우,드라마,9.9238,15세 이용가,"['드라마', '하렘', '오컬트판타지', '게임', '상태창', '드라마', '사연녀', '성장드라마']"
SUNDAY,여우애담,이도광,순정,9.97568,15세 이용가,"['로맨스', '동양풍로맨스', '동양', '악역이주인공', '공식미남', '사연남', '햇살남', '연하남', '공식미녀', '유혹녀', '햇살캐', '다정남', '퓨전사극', '인외존재']"
SUNDAY,나는 참지 못한다,성현,스릴러,9.92314,18세 이용가,"['스릴러', '고자극스릴러', '자극적인', '블랙코미디', '참교육', '미스터리', '피카레스크', '범죄', '서스펜스', '성인웹툰']"
SUNDAY,던전짐꾼,나진수,판타지,9.85495,15세 이용가,"['판타지', '액션판타지', '중세판타지액션', '이능력', '마법', '소년물', '모험', '크리처', '우정', '용사', '판타지', '소년왕도물']"
SUNDAY,오!단군,이경탁 / 노미영,판타지,9.96977,12세 이용가,"['판타지', '로맨스', '액션', '가벼운', '개그', '오컬트', '동양풍판타지', '학원물', '인외존재', '동물']"
SUNDAY,마탑의 문제아들,샘미 / 영명 / 제리엠,판타지,9.88073,전체연령가,"['판타지', '액션판타지', '이능력', '마법', '소년물', '환생', '액션', '성장물', '세계관', '소설원작']"
SUNDAY,허리케인 공주님,랑또,개그,9.96652,전체연령가,"['개그', '열혈병맛개그', '이능력', '왕족/귀족', '병맛', '가벼운', '개그', '요즘핫한추천작', '성장물', '4차원', '학원물', '이세계', '걸크러시']"
SUNDAY,위닝샷!,강견 / 시바견,스포츠,9.94445,12세 이용가,"['스포츠', '열혈', '우정', '라이벌', '청춘', '성장물', '야구', '학원물', '스포츠성장']"
SUNDAY,노빠꾸 최하영,우엉이,액션,9.83595,12세 이용가,"['액션', '사이다', '학원액션', '우정', '참교육', '가벼운', '성장물', '학원물', '걸크러시']"
SUNDAY,고백대리,문조,순정,9.92287,12세 이용가,"['로맨스', '러브코미디', '햇살남', '연하남', '능력녀', '짝사랑', '로맨스코미디', '연상연하', '오피스로맨스']"
SUNDAY,흉가에 들어가면 안되는 이유,벽돌,스릴러,9.93394,15세 이용가,"['스릴러', '공포', '오컬트', '학원물', '다크판타지']"
SUNDAY,바바리안 영애,슬다 / 둠둠,개그,9.95774,전체연령가,"['개그', '열혈병맛개그', '서양', '왕족/귀족', '무심남', '능력남', '순정남', '명랑녀', '능력녀', '아카데미물', '병맛', '개그', '무해한', '러블리', '힐링', '4차원', '학원물', '걸크러시', '까칠남']"
SUNDAY,날의 뒤편에서.,d몬,드라마,9.94807,18세 이용가,"['드라마', '성인웹툰']"
SUNDAY,"그 머리 긴 선배, 이름이 뭐더라?",불관후,순정,9.90601,12세 이용가,"['로맨스', '순진남', '리얼로맨스', '캠퍼스', '청춘', '능글남', '얼빠녀', '철벽녀', '로맨틱코미디', '가벼운', '2022 지상최대공모전', '다정남', '폭스남', '4차원', '청춘로맨스', '캠퍼스로맨스']"
SUNDAY,살인예정자,유령아이 / 바밤,스릴러,9.89137,15세 이용가,"['스릴러', '고자극스릴러', '시리어스', '범죄', '다크히어로']"
SUNDAY,빙의자 베네핏이 없음,곽나나 / 설동원 / 혜녹,판타지,9.91854,전체연령가,"['판타지', '빙의', '로판', '걸크러시', '소설원작']"
SUNDAY,감정전이,향유,순정,9.95254,12세 이용가,"['로맨스', '캠퍼스', '청춘', '감성', '로맨스', '성장물', '청춘로맨스', '캠퍼스로맨스']"
SUNDAY,우아한 오브리,탄지 / 누르 / 김캐롤,순정,9.94561,15세 이용가,"['로맨스', '집착남', '무심녀', '재회', '로판', '까칠남', '소설원작']"
SUNDAY,지켜줄게!,무화,판타지,9.76495,15세 이용가,"['판타지', '액션아포칼립스', '액션판타지', '가족', '판타지', '드라마', '소꿉친구', '아포칼립스', '성장드라마', '다크판타지']"
SUNDAY,데빌샷,CTK,판타지,9.97407,15세 이용가,"['판타지', '현대', '서바이벌', '오컬트', '헌터물', '이능력배틀물', '인외존재', '다크히어로', '동물', '걸크러시', '다크판타지']"
SUNDAY,죽음을 희망합니다,인멸윤금 / 백하나 / 유예랑,순정,9.75955,15세 이용가,"['로맨스', '힐링', '선결혼후연애', '구원서사', '소설원작']"
SUNDAY,로봇소녀 노이도,잔디롤빵,드라마,9.93708,전체연령가,"['드라마', '청춘', '무심남', '소심녀', '가벼운', '성장물', '무해한', '러블리', '힐링', 'sf', '학원로맨스', '청춘로맨스']"
SUNDAY,방치형 용사 키우기,물고기,개그,9.82027,전체연령가,"['개그', '2024 연재직행열차', '열혈병맛개그', '블랙코미디', '용사', '중년', '병맛', '차원이동', '4차원', '하이퍼리얼리즘', '이세계', '인외존재', '공감성수치']"
SUNDAY,사랑이 나를 부를 때,한 / 희구 / carbo(도효원),순정,9.90272,15세 이용가,"['로맨스', '리얼로맨스', '감성적인', '설렘폭발', '과거', '동양', '재벌남', '능력녀', '소설원작']"
SUNDAY,마피아 내니,Violet Matter / sh00,순정,9.95262,전체연령가,"['로맨스', '서양', '가족', '능력남', '재벌남', '나쁜남자', '능력녀', '액션', '사연녀', '해외작품', '범죄', '러블리', '고자극로맨스', '육아물', '걸크러시', '느와르']"
SUNDAY,헬스던전,도베도베 / 채종,액션,9.74355,전체연령가,"['액션', '사이다', '4차원', '이세계', '먼치킨']"
SUNDAY,재영과 재영 사이,심싹,순정,9.95295,15세 이용가,"['로맨스', '감성적인', '우정', '청춘', '무심남', '짝사랑녀', '타임슬립', '학원로맨스', '학원물', '청춘로맨스', '삼각관계', '까칠남', '감성드라마']"
SUNDAY,킬디스럽!,김찹쌀,액션,9.89638,12세 이용가,"['액션', '청춘', '무심남', '아방녀', '명랑녀', '가벼운', '사연녀', '개그', '러블리', '비밀연애', '계약연애', '힘숨찐', '하이틴', '학원로맨스', '복수극', '까칠남']"
SUNDAY,나혼자 어쩌구,한치 / 서민성,판타지,8.88668,15세 이용가,"['판타지', '현대판타지', '액션아포칼립스', '열혈병맛개그', '액션판타지', '판타지개그', '블랙코미디', '상태창', '이능력', '크리처', '판타지', '가벼운', '고인물', '힘숨찐', '먼치킨']"
SUNDAY,캠퍼스의 로망,이쨍쨍,드라마,9.74522,15세 이용가,"['드라마', '캠퍼스', '햇살남', '로맨스', '스릴러', '복수극', '걸크러시']"
SUNDAY,킬링킬러,아백,액션,9.82628,15세 이용가,"['액션', '자극적인', '시리어스', '현대', '이능력', '판타지', '범죄', '이능력배틀물', '복수극']"
SUNDAY,우리의 공백,조예빈,순정,9.82679,전체연령가,"['로맨스', '감성적인', '학원물', '청춘로맨스', '재회', '구원서사']"
SUNDAY,요괴삼월,이윤희,판타지,9.87794,15세 이용가,"['판타지', '순진남', '러브코미디', '동양풍로맨스', '현대판타지', '현대', '로맨틱코미디', '판타지']"
SUNDAY,구해종 SOS,탐토,순정,9.77342,전체연령가,"['로맨스', '순진남', '청춘', '짝사랑남', '계략남', '로맨틱코미디', '가벼운', '러블리', '폭스남', '하이틴', '학원로맨스', '학원물', '청춘로맨스', '친구>연인', '삼각관계', '걸크러시']"
SUNDAY,밤필드의 아이들 by DARK MOON,HYBE,판타지,9.83582,12세 이용가,"['판타지', '현대', '성장물', '아이돌', '인외존재', '뱀파이어', '다크판타지']"
